ID,date,meals_served,kitchen_staff,temperature_C,humidity_percent,day_of_week,special_event,past_waste_kg,staff_experience,waste_category
283,2024-05-09,321.0,17.0,28.3112183,44.82789328,3,0,36.69508922,Intermediate,Vegetables
284,2022-07-16,3580.0,7.0,24.94308913,74.45887502,5,0,23.68062228,Beginner,Meat
285,2023-10-15,306.0,5.0,11.71782081,57.49407902,6,0,26.72830735,Beginner,Grains
286,2022-03-23,450.0,10.0,12.27911226,47.1174203,2,0,33.26537891,Intermediate,Dairy
287,2023-03-24,425.0,11.0,26.7400654,72.90232313,4,1,11.4422611,Expert,Vegetables
288,2023-06-18,424.0,9.0,30.63001919,73.49138996,6,0,12.72183652,Intermediate,Dairy
289,2023-10-31,108.0,17.0,18.05538759,45.22926469,1,1,13.7423107,Expert,Vegetables
290,2022-08-28,259.0,9.0,60.0,52.73461668,6,0,49.28141814,Beginner,Meat
291,2023-02-16,346.0,5.0,13.82459502,45.97008075,3,0,23.73182513,Beginner,Grains
292,2023-06-30,115.0,12.0,16.94381559,52.95481941,4,0,26.832568600000002,Expert,Meat
293,2023-06-04,303.0,14.0,13.84477874,76.9209201,6,0,43.81234283,Beginner,Meat
294,2022-08-16,229.0,17.0,24.9678495,52.20314008,1,0,10.1093289,Intermediate,Meat
295,2024-07-11,380.0,7.0,12.35379775,30.40092775,3,0,25.55680121,Intermediate,Dairy
296,2023-02-09,203.0,12.0,28.29895169,72.60660339,3,0,19.38844379,Intermediate,Grains
297,2024-06-08,150.0,19.0,25.32250402,34.44253307,5,0,11.13666474,Beginner,Meat
298,2022-06-27,233.0,9.0,20.08153403,69.75987078,0,0,13.51776407,Intermediate,Vegetables
299,2022-01-07,120.0,12.0,23.89489382,45.23849247,4,0,15.15774757,Beginner,Meat
300,2023-03-07,421.0,18.0,60.0,44.07920651,1,0,24.26827729,Intermediate,Meat
301,2023-06-17,345.0,6.0,33.81993819,46.0005118,5,0,28.7403642,Intermediate,Dairy
302,2023-04-24,157.0,7.0,10.5006589,37.77603907,0,1,15.6030283,Beginner,Grains
303,2023-11-20,441.0,15.0,22.40119597,53.17939038,0,1,27.66598742,Beginner,Meat
304,2022-01-08,202.0,10.0,28.91589509,31.866936,5,0,22.54548858,Intermediate,Meat
305,2022-06-05,340.0,18.0,22.02259579,57.03582114,6,0,19.65581609,Expert,Vegetables
306,2022-12-24,246.0,14.0,11.78200675,75.75578368,5,0,16.41257469,Intermediate,Vegetables
307,2023-08-08,204.0,12.0,16.21450644,83.76450671,1,0,9.861303087,Intermediate,Grains
308,2022-11-26,403.0,15.0,23.71249304,48.1468487,5,0,6.949187296,Expert,Meat
309,2023-09-26,383.0,7.0,21.08182719,43.14704877,1,0,36.90046007,Intermediate,Meat
310,2024-04-02,296.0,7.0,20.87950998,63.53883805,1,0,20.01474008,Intermediate,Dairy
311,2023-09-04,112.0,14.0,19.80984304,67.25451541,0,0,19.66466042,Intermediate,Meat
312,2022-02-11,343.0,12.0,19.56984764,78.14125975,4,0,15.46435992,Intermediate,Meat
313,2024-01-17,404.0,11.0,28.73863711,73.38769643,2,0,30.66842711,Intermediate,Dairy
314,2022-01-06,288.0,5.0,9.865658956,80.62423958,3,0,49.49759891,Intermediate,Meat
315,2024-03-20,381.0,16.0,14.13235277,62.95858629,2,0,32.591836,Intermediate,Meat
316,2023-05-10,225.0,12.0,19.52273814,81.53740113,2,0,8.966847116,Intermediate,Grains
317,2023-07-27,401.0,15.0,26.39309181,70.29853689,3,0,44.42866152,Beginner,Meat
318,2024-02-02,1070.0,9.0,10.72678451,45.16881637,4,0,31.24075206,Beginner,Dairy
319,2024-08-16,206.0,12.0,34.19389693,31.77024331,4,0,14.06587645,Intermediate,Meat
320,2022-06-13,270.0,7.0,25.39355055,70.47647117,0,0,45.277938,Intermediate,Vegetables
321,2022-08-17,3190.0,5.0,19.91649441,31.6452186,2,0,46.28943543,Expert,Meat
322,2023-06-08,138.0,11.0,33.31826851,44.51333301,3,0,43.85680738,Intermediate,Meat
323,2024-02-26,489.0,7.0,23.00741442,76.84391119,0,0,32.06228318,Intermediate,Meat
324,2022-08-01,279.0,12.0,20.32577937,53.24355514,0,0,31.91041028,Beginner,Meat
325,2024-04-05,457.0,12.0,25.77926615,62.05743311,4,0,38.21757217,Intermediate,Dairy
326,2022-03-21,301.0,19.0,13.98114346,61.87899123,0,1,18.63578781,Expert,Vegetables
327,2022-05-29,445.0,19.0,29.58556815,79.09240012,6,0,46.21047078,Intermediate,Grains
328,2022-10-30,153.0,5.0,24.42963092,48.02936314,6,0,30.5848515,Expert,Meat
329,2023-03-25,370.0,11.0,11.74829014,65.60914578,5,0,34.59722663,Intermediate,Meat
330,2023-05-17,371.0,14.0,31.83341654,73.82978166,2,0,18.85433564,Intermediate,Meat
331,2023-07-03,346.0,5.0,10.44219524,56.13045753,0,1,45.27754718,Intermediate,Vegetables
332,2024-04-21,468.0,12.0,16.89299633,60.09092769,6,0,13.62812978,Expert,Meat
333,2022-02-13,230.0,17.0,30.53782369,31.08000534,6,0,29.7972929,Intermediate,Vegetables
334,2023-05-09,195.0,9.0,18.54186255,30.1728751,1,0,14.79706308,Intermediate,Meat
335,2022-05-14,313.0,6.0,15.02147725,65.45204648,5,0,31.67469234,Expert,Dairy
336,2023-08-18,263.0,19.0,25.73247015,86.84371498,4,0,44.4853457,Beginner,Meat
337,2023-05-23,346.0,17.0,22.52882498,85.84843784,1,1,23.10006807,Intermediate,Meat
338,2023-10-18,285.0,17.0,22.86643966,75.81474413,2,0,42.63894153,Beginner,Meat
339,2023-06-01,146.0,9.0,30.4683751,32.58041711,3,1,19.67485336,Expert,Vegetables
340,2024-04-29,349.0,15.0,13.90954511,39.76890298,0,0,17.33541637,Intermediate,Vegetables
341,2022-01-01,202.0,9.0,31.97678701,66.82664513,5,0,45.44545504,Intermediate,Meat
342,2024-02-22,496.0,16.0,28.64813022,86.95251761,3,0,40.83352985,Expert,Dairy
343,2023-01-18,352.0,8.0,29.83518145,83.06545653,2,0,37.17047903,Intermediate,Meat
344,2022-11-13,483.0,14.0,20.95430866,32.2788938,6,0,36.53264846,Beginner,Vegetables
345,2024-02-01,472.0,7.0,-10.0,79.08160495,3,0,27.5903689,Expert,Vegetables
346,2022-01-05,171.0,13.0,32.4402815,78.37175286,2,0,34.98205377,Intermediate,Dairy
347,2022-05-06,132.0,14.0,11.8104068,44.33139962,4,0,6.888383305,Expert,Dairy
348,2023-11-28,351.0,5.0,25.90176909,80.38896973,1,0,33.49684407,Intermediate,Vegetables
349,2023-05-15,472.0,6.0,16.99258846,52.26969689,0,0,23.08069108,Expert,Meat
350,2023-08-20,456.0,15.0,11.615417,73.4988702,6,0,35.22144843,Intermediate,Grains
351,2024-08-29,306.0,17.0,13.24566122,52.99705438,3,0,9.606518806,Intermediate,Dairy
352,2022-04-01,336.0,19.0,14.63647187,74.25394495,4,0,20.55312471,Expert,Grains
353,2022-01-11,430.0,16.0,11.72529559,48.89517532,1,0,8.646737471,Beginner,Meat
354,2022-07-01,143.0,15.0,31.01131016,84.01927608,4,0,42.59176386,Intermediate,Grains
355,2022-12-30,271.0,14.0,14.86395808,68.66821663,4,1,19.22349577,Expert,Meat
356,2024-01-23,473.0,5.0,22.55125534,33.11405662,1,0,8.642918125,Intermediate,Vegetables
357,2024-08-20,436.0,12.0,17.99167081,84.67009711,1,0,26.832568600000002,Expert,Grains
358,2022-10-19,239.0,19.0,16.10368226,44.10223289,2,0,37.92029538,Beginner,Meat
359,2022-05-12,271.0,17.0,18.05236756,56.84808848,3,0,28.84866535,Expert,Meat
360,2022-10-28,230.0,6.0,30.67097209,76.94329977,4,0,35.40925818,Expert,Meat
361,2023-12-14,157.0,6.0,22.20985325,80.75097303,3,0,24.16988838,Intermediate,Grains
362,2022-11-23,388.0,12.0,25.24579514,35.62034524,2,0,42.23744337,Beginner,Meat
363,2022-05-25,382.0,10.0,17.47089716,32.66326633,2,0,27.61208946,Intermediate,Vegetables
364,2022-01-01,202.0,9.0,32.31875912,66.82664513,5,0,45.44545504,Intermediate,Meat
365,2024-08-21,125.0,14.0,34.71039974,51.29164984,2,1,10.0984822,Intermediate,Dairy
366,2024-06-05,129.0,9.0,23.56364508,64.93099381,2,0,16.19685622,Expert,Vegetables
367,2022-05-16,326.0,5.0,30.5360182,81.24815986,0,0,12.74387146,Intermediate,Vegetables
368,2023-12-24,4680.0,14.0,24.42931958,31.96857745,6,0,26.20887236,Intermediate,Meat
369,2022-06-14,128.0,5.0,18.22543595,47.80365847,1,0,11.71133717,Expert,Grains
370,2022-01-29,352.0,12.0,33.68244721,78.44376182,5,0,10.3802899,Intermediate,Grains
371,2023-11-11,221.0,16.0,24.96328939,58.89296042,5,0,47.7868397,Intermediate,Meat
372,2022-07-13,220.0,11.0,10.73486114,39.25929392,2,0,16.13298862,Intermediate,Dairy
373,2024-06-21,152.0,6.0,12.79839818,71.74784866,4,0,22.45254213,Intermediate,Vegetables
374,2024-03-24,414.0,18.0,27.44176569,53.23423627,6,0,29.10355253,Intermediate,Meat
375,2023-03-10,441.0,6.0,30.46767643,63.79733586,4,0,21.51326332,Intermediate,Dairy
376,2024-09-14,106.0,14.0,17.85151987,81.58943012,5,0,13.63799475,Intermediate,Meat
377,2022-06-19,286.0,12.0,11.09154144,30.12623059,6,0,5.580825259,Intermediate,Meat
378,2022-05-21,317.0,13.0,32.40553257,57.7711173,5,1,32.64800033,Intermediate,Vegetables
379,2022-01-07,120.0,11.0,23.90454338,45.23849247,4,0,15.15774757,Beginner,Meat
380,2024-03-31,4100.0,18.0,21.54332034,80.59668546,6,0,5.993863039,Intermediate,Dairy
381,2023-06-20,389.0,7.0,13.04404778,32.4994091,1,0,25.81670962,Intermediate,Meat
382,2024-08-19,160.0,17.0,28.4932583,34.62871011,0,0,9.303831321,Intermediate,Dairy
383,2024-05-05,367.0,18.0,17.87973803,86.09966591,6,1,17.8913182,Intermediate,Dairy
384,2022-03-15,359.0,10.0,-10.0,82.63436743,1,0,47.37095837,Intermediate,Meat
385,2024-01-08,302.0,12.0,25.37445601,32.72419689,0,0,14.31756875,Intermediate,Meat
386,2023-06-12,321.0,9.0,25.15927361,86.93075735,0,1,49.79633686,Intermediate,Meat
387,2022-08-27,317.0,17.0,24.69710928,61.0343629,5,0,47.16175387,Intermediate,Vegetables
388,2022-05-26,492.0,11.0,33.38004538,46.66932437,3,0,14.03469386,Beginner,Vegetables
389,2024-05-02,358.0,11.0,25.492486,53.44092666,3,0,40.506028,Beginner,Vegetables
390,2022-08-23,225.0,17.0,21.21943935,32.68670703,1,0,19.86761631,Beginner,Meat
391,2022-08-03,417.0,7.0,20.92913472,54.23387185,2,0,43.46626005,Beginner,Vegetables
392,2023-12-13,225.0,13.0,34.12824355,84.22545431,2,0,15.88271879,Intermediate,Meat
393,2022-02-17,428.0,5.0,9.783393173,37.64723757,3,0,17.50303234,Intermediate,Meat
394,2024-06-25,142.0,7.0,22.43139826,68.49791453,1,0,43.81203299,Intermediate,Meat
395,2023-12-09,272.0,9.0,28.19867942,49.58030586,5,0,32.86256199,Beginner,Meat
396,2023-02-27,420.0,5.0,60.0,73.1874872,0,0,21.82762105,Beginner,Meat
397,2022-07-05,227.0,8.0,31.1561323,54.76051957,1,0,16.90123175,Intermediate,Meat
398,2022-02-11,343.0,12.0,19.59030651,78.14125975,4,0,15.46435992,Intermediate,Meat
399,2024-02-07,235.0,11.0,31.85656177,54.34507012,2,0,14.74606335,Intermediate,Dairy
400,2022-02-26,445.0,15.0,30.99867912,67.69428663,5,0,46.96450652,Expert,Meat
401,2023-04-28,417.0,19.0,26.78896109,58.52439647,4,0,40.24469546,Intermediate,Meat
402,2024-01-24,358.0,18.0,13.11785142,41.46712257,2,0,44.44762222,Expert,Dairy
403,2024-03-04,411.0,17.0,30.0341729,35.89409953,0,0,7.812812368,Expert,Grains
404,2023-04-14,469.0,12.0,60.0,32.53750495,4,0,35.12106429,Intermediate,Meat
405,2024-07-15,254.0,13.0,29.95860471,33.02933666,0,0,42.25894086,Beginner,Meat
406,2023-03-12,252.0,10.0,18.43067832,85.00750144,6,0,14.29614573,Expert,Meat
407,2022-01-25,306.0,19.0,-10.0,54.49838057,1,0,36.25941978,Expert,Meat
408,2022-02-19,373.0,10.0,21.34273311,88.36657937,5,0,34.33553895,Intermediate,Dairy
409,2023-10-30,1750.0,13.0,32.39536493,78.49652637,0,0,36.54209143,Intermediate,Meat
410,2022-01-22,393.0,6.0,30.86936609,51.6226692,5,0,27.00660989,Intermediate,Vegetables
411,2024-09-24,114.0,14.0,32.63399686,77.03924152,1,0,11.96859083,Beginner,Vegetables
412,2022-12-05,474.0,10.0,22.51113273,83.66715341,0,0,19.27874648,Beginner,Meat
413,2022-02-21,188.0,10.0,12.55484049,71.95892251,0,0,48.89628627,Intermediate,Meat
414,2024-05-11,412.0,13.0,13.19970521,35.03517215,5,0,38.24345793,Intermediate,Vegetables
415,2024-09-16,210.0,19.0,30.48137762,77.2424007,0,0,17.21977048,Expert,Meat
416,2023-11-14,128.0,10.0,23.75229851,31.9570769,1,1,48.63271725,Expert,Vegetables
417,2024-09-22,326.0,15.0,27.97693618,62.10153028,6,0,18.41030857,Intermediate,Meat
418,2022-09-22,351.0,12.0,19.93447471,59.27107183,3,0,48.34215622,Intermediate,Dairy
419,2023-12-10,240.0,12.0,12.69859287,80.37957934,6,0,42.11631266,Expert,Grains
420,2024-02-05,263.0,14.0,19.69183987,50.21788354,0,0,19.13197131,Beginner,Grains
421,2024-01-07,312.0,7.0,30.37795961,57.7976192,6,0,29.54706532,Beginner,Grains
422,2023-01-31,379.0,9.0,29.84359626,30.36532489,1,0,34.8155563,Intermediate,Meat
423,2023-07-13,132.0,11.0,17.43387621,82.75530689,3,0,43.0544085,Intermediate,Vegetables
424,2022-06-26,161.0,7.0,12.03816224,78.02129274,6,0,10.71933081,Intermediate,Vegetables
425,2022-01-19,4080.0,7.0,17.08357371,50.42280556,2,0,19.40122925,Intermediate,Vegetables
426,2024-09-06,315.0,15.0,18.42101255,47.48974446,4,0,22.73405687,Intermediate,Meat
427,2023-06-23,493.0,10.0,15.81378396,57.29513337,4,0,23.71376027,Beginner,Vegetables
428,2023-09-06,316.0,6.0,13.3286251,75.65126067,2,0,10.48457758,Intermediate,Meat
429,2023-08-14,475.0,10.0,14.7423712,84.38525783,0,0,25.34911156,Beginner,Grains
430,2023-01-03,472.0,11.0,26.75240087,61.71468658,1,1,18.30864032,Expert,Meat
431,2022-03-25,370.0,18.0,21.34234087,46.06660053,4,0,35.42472616,Intermediate,Meat
432,2022-03-03,466.0,12.0,34.08091634,37.21483359,3,0,34.38273462,Beginner,Vegetables
433,2022-09-30,138.0,15.0,23.04325117,62.72286727,4,0,10.05640169,Intermediate,Meat
434,2022-10-13,159.0,14.0,34.08367082,51.37113883,3,0,38.2857304,Intermediate,Meat
435,2022-12-27,291.0,19.0,19.50186272,82.32290031,1,0,27.25345063,Beginner,Meat
436,2022-12-21,466.0,12.0,30.55983547,88.29198254,2,0,26.832568600000002,Beginner,Vegetables
437,2024-08-09,348.0,16.0,24.95281573,70.24053152,4,0,30.40879361,Intermediate,Grains
438,2022-10-06,397.0,14.0,33.4954948,76.41233349,3,0,42.96897698,Expert,Dairy
439,2023-01-04,105.0,6.0,33.24014694,77.60364086,2,0,16.50846657,Intermediate,Dairy
440,2023-09-11,468.0,7.0,11.91042149,81.83769484,0,0,47.81285879,Beginner,Meat
441,2023-08-13,174.0,14.0,27.02437068,61.63591085,6,0,8.652390101,Intermediate,Dairy
442,2023-10-20,322.0,6.0,29.56212311,66.18385837,4,0,5.647155619,Intermediate,Meat
443,2022-01-19,4080.0,7.0,17.39195614,50.42280556,2,0,19.40122925,Intermediate,Vegetables
444,2023-04-02,202.0,5.0,11.30847189,79.6028796,6,0,31.99855362,Intermediate,Dairy
445,2023-01-29,459.0,16.0,-10.0,64.62243987,6,0,30.08322339,Beginner,Meat
446,2023-11-16,438.0,16.0,14.09209504,56.66192095,3,0,36.48184399,Intermediate,Grains
447,2023-12-25,411.0,11.0,31.92846104,68.16254813,0,0,26.26319493,Beginner,Meat
448,2023-01-11,4010.0,16.0,30.57935039,50.50694428,2,0,31.73222595,Expert,Meat
449,2023-02-17,125.0,17.0,15.88088962,31.32161527,4,0,21.04570967,Expert,Grains
450,2022-03-16,409.0,6.0,31.70307034,82.63570577,2,0,28.83712847,Intermediate,Vegetables
451,2024-08-05,3170.0,14.0,19.07751842,56.3030988,0,0,15.4110939,Intermediate,Vegetables
452,2023-05-16,484.0,11.0,33.55967548,82.1857906,1,0,31.00225872,Intermediate,Vegetables
453,2023-08-28,250.0,14.0,13.17999407,32.67382941,0,0,40.2125065,Beginner,Dairy
454,2022-04-25,262.0,18.0,28.1071327,45.76053856,0,0,16.81117633,Intermediate,Grains
455,2023-02-22,490.0,12.0,17.80679465,32.02015069,2,0,46.92640882,Intermediate,Dairy
456,2022-03-31,307.0,6.0,34.18778159,59.30247774,3,0,31.08790248,Beginner,Meat
457,2024-09-17,337.0,15.0,31.99554785,54.68036799,1,0,19.22968052,Intermediate,Dairy
458,2024-07-21,306.0,13.0,14.89023183,43.22902161,6,0,24.12290836,Intermediate,Meat
459,2024-05-24,325.0,18.0,33.67589969,89.42170692,4,0,12.85654331,Intermediate,Grains
460,2023-10-23,262.0,6.0,26.68375995,52.61913252,0,0,32.26667879,Intermediate,Vegetables
461,2022-01-12,187.0,13.0,18.16083941,30.22902805,2,0,42.33752898,Expert,Meat
462,2023-02-01,213.0,5.0,26.16514784,36.056472,2,0,41.3473019,Beginner,Vegetables
463,2023-07-30,341.0,9.0,-10.0,44.34952667,6,0,36.75032202,Expert,Meat
464,2022-02-12,419.0,15.0,11.64065361,58.74420379,5,0,15.17149386,Intermediate,Dairy
465,2022-06-17,259.0,16.0,31.79581947,73.28360707,4,0,20.38312785,Intermediate,Dairy
466,2023-02-21,415.0,15.0,14.46114913,43.15643772,1,0,35.62157581,Intermediate,Meat
467,2024-08-25,212.0,6.0,18.07527996,65.68819288,6,0,7.874589534,Beginner,Meat
468,2023-03-03,470.0,12.0,24.92617292,63.27944088,4,0,19.78511674,Beginner,Grains
469,2023-06-29,103.0,12.0,31.90262981,34.5830967,3,0,28.85281048,Intermediate,Dairy
470,2024-08-06,400.0,6.0,32.42965852,89.77573719,1,0,23.19087389,Beginner,Grains
471,2022-01-31,444.0,5.0,28.79789439,83.93084329,0,0,16.55345733,Intermediate,Meat
472,2024-06-23,225.0,5.0,34.45154545,35.52571519,6,0,37.61133144,Expert,Meat
473,2023-10-24,314.0,9.0,10.26069248,63.11941813,1,0,27.66687742,Beginner,Vegetables
474,2022-09-15,300.0,8.0,26.00007417,35.95813217,3,0,34.38378149,Intermediate,Grains
475,2022-12-02,132.0,14.0,14.21110963,85.12408264,4,0,28.0928787,Expert,Meat
476,2022-01-16,251.0,13.0,10.22681012,89.50455703,6,0,7.961529231,Intermediate,Grains
477,2023-11-10,382.0,16.0,12.77019905,60.76321487,4,0,13.36826784,Intermediate,Meat
478,2022-11-21,260.0,17.0,18.2095307,86.94672859,0,0,15.1071098,Expert,Vegetables
479,2024-03-28,204.0,8.0,31.3182005,37.46296987,3,0,27.99368344,Intermediate,Dairy
480,2022-08-11,212.0,12.0,17.80370142,64.75598123,3,0,29.89807878,Intermediate,Meat
481,2022-06-29,127.0,9.0,20.45999472,65.77929113,2,0,38.84579148,Intermediate,Grains
482,2022-04-10,306.0,14.0,26.28798667,84.64059477,6,0,47.3471717,Intermediate,Meat
483,2023-06-06,317.0,6.0,33.9330722,35.99200927,1,0,36.28343598,Intermediate,Grains
484,2022-01-23,485.0,19.0,19.80378029,34.1103244,6,0,43.68003786,Intermediate,Meat
485,2024-07-16,192.0,7.0,19.2983167,67.64919431,1,0,22.00973174,Intermediate,Vegetables
486,2024-01-28,323.0,16.0,15.43022744,54.95663427,6,0,14.05687047,Intermediate,Meat
487,2023-03-08,387.0,7.0,10.39552729,48.19164357,2,0,33.44086438,Intermediate,Vegetables
488,2023-08-19,493.0,10.0,14.97140694,50.24040846,5,0,39.79325756,Intermediate,Meat
489,2024-06-17,439.0,15.0,21.50405661,40.32663617,0,0,41.23025831,Intermediate,Meat
490,2022-07-23,406.0,5.0,21.64532018,56.9311843,5,0,17.7513831,Expert,Meat
491,2024-01-31,255.0,6.0,10.04699709,83.76244798,2,0,5.172671548,Intermediate,Grains
492,2022-04-04,152.0,14.0,-10.0,82.11309038,0,0,8.452527208,Intermediate,Grains
493,2023-08-26,195.0,9.0,16.65048195,59.83874677,5,0,30.30932184,Intermediate,Grains
494,2022-03-10,487.0,12.0,21.05746906,34.45445238,3,0,45.84809449,Expert,Grains
495,2024-08-11,220.0,16.0,19.09232812,42.24147994,6,0,17.8070172,Expert,Vegetables
496,2022-10-12,211.0,18.0,15.86403233,80.31295289,2,0,33.382285,Beginner,Meat
497,2024-05-15,306.0,15.0,29.69282539,42.32408451,2,0,13.67917559,Beginner,Meat
498,2023-03-11,150.0,6.0,25.08048526,37.19722158,5,0,11.62521835,Expert,Meat
499,2022-06-03,451.0,16.0,24.93689657,70.52521245,4,1,19.53948657,Intermediate,Meat
500,2022-03-17,290.0,8.0,27.87310101,49.82448023,3,0,37.9574801,Beginner,Grains
501,2024-02-28,470.0,6.0,13.05941893,40.32535376,2,0,29.50679519,Beginner,Meat
502,2023-08-04,363.0,6.0,22.04087116,76.61568062,4,0,36.99504329,Intermediate,Dairy
503,2023-03-23,269.0,17.0,30.79657783,76.98099824,3,0,39.43372252,Intermediate,Meat
504,2022-07-08,289.0,14.0,29.1930972,83.28234386,4,0,14.81784483,Intermediate,Meat
505,2022-09-29,227.0,6.0,16.3556145,89.69147838,3,0,31.44636582,Beginner,Dairy
506,2022-08-25,306.0,13.0,13.64391421,86.79866604,3,0,25.44252786,Intermediate,Barley
507,2023-05-03,228.0,18.0,25.21216032,53.10720719,2,0,34.1076753,Beginner,Vegetables
508,2023-07-14,278.0,13.0,20.75842944,70.53480552,4,0,16.68214777,Intermediate,Vegetables
509,2022-04-28,360.0,8.0,12.56981011,89.03041877,3,0,44.06761829,Intermediate,Dairy
510,2024-05-30,434.0,13.0,12.22100613,88.62625398,3,0,10.46367075,Expert,Meat
511,2023-05-28,284.0,6.0,23.31202981,70.93163284,6,0,18.69088387,Beginner,Vegetables
512,2023-10-06,198.0,5.0,21.54867342,71.89866943,4,0,39.239869,Expert,Meat
513,2022-05-07,147.0,9.0,23.35605515,58.17850648,5,0,21.36404115,Intermediate,Dairy
514,2022-04-27,306.0,19.0,13.64805185,58.37382797,2,0,10.00439363,Intermediate,Vegetables
515,2023-04-19,244.0,12.0,34.53090936,38.34695093,2,0,12.97072149,Intermediate,Barley
516,2022-02-02,158.0,7.0,22.07921301,82.45360345,2,0,24.16719688,Intermediate,Vegetables
517,2022-02-27,152.0,18.0,29.3205695,61.96055321,6,0,28.54458747,Intermediate,Meat
518,2024-09-07,485.0,15.0,17.41224453,76.24455185,5,0,43.29283547,Intermediate,Vegetables
519,2023-01-05,198.0,15.0,23.30650533,89.43276197,3,0,19.73394314,Intermediate,Barley
520,2022-09-26,4510.0,8.0,18.07826643,52.48821407,0,0,7.293869466,Beginner,Dairy
521,2022-02-16,120.0,13.0,16.31271874,87.97460464,2,0,18.41340427,Intermediate,Barley
522,2022-12-16,325.0,19.0,19.8591331,47.90609474,4,0,9.710418674,Intermediate,Barley
523,2022-07-15,332.0,18.0,25.15471784,68.27262556,4,0,12.40827927,Expert,Barley
524,2024-06-18,168.0,14.0,28.73209282,85.53133247,1,0,11.1580325,Expert,Barley
525,2024-01-16,332.0,8.0,10.27579036,51.73057529,1,0,10.01694595,Intermediate,Dairy
526,2024-06-12,487.0,7.0,13.52399069,67.84202827,2,0,39.84887726,Intermediate,Meat
527,2023-03-20,441.0,8.0,18.58901187,54.14679825,0,0,42.13451171,Beginner,Barley
528,2024-03-03,109.0,17.0,11.56355567,40.81174525,6,1,5.901045338,Intermediate,Meat
529,2022-11-01,260.0,12.0,13.98218613,77.55128352,1,0,33.47611748,Intermediate,Meat
530,2022-12-08,257.0,5.0,31.17918403,66.12701912,3,0,36.23078363,Expert,Dairy
531,2024-07-25,416.0,9.0,28.93704712,42.88007184,3,0,47.47001501,Beginner,Meat
532,2022-05-30,141.0,5.0,25.30644965,61.89596788,0,0,21.19073421,Expert,Meat
533,2022-05-05,367.0,12.0,33.53093761,84.44280988,3,0,14.67124391,Beginner,Vegetables
534,2024-04-26,171.0,9.0,20.72217197,88.91434188,4,0,8.791896477,Intermediate,Meat
535,2024-06-04,434.0,10.0,20.09944691,41.38891818,1,0,6.114419491,Intermediate,Meat
536,2022-02-20,487.0,9.0,33.60759087,79.5623431,6,0,42.45877325,Expert,Meat
537,2022-12-20,383.0,14.0,60.0,31.84740298,1,0,6.391889663,Expert,Dairy
538,2024-09-25,291.0,13.0,28.49178252,55.1633767,2,0,21.7849926,Expert,Vegetables
539,2022-05-23,497.0,19.0,25.41511455,43.11059006,0,1,19.36055704,Expert,Meat
540,2023-04-16,205.0,15.0,30.5451611,85.81025793,6,0,15.96070066,Intermediate,Dairy
541,2023-02-04,250.0,8.0,32.64727762,36.77589856,5,0,5.852543152,Intermediate,Dairy
542,2024-07-18,160.0,6.0,19.93453476,86.17602836,3,0,25.98139767,Intermediate,Dairy
543,2022-11-17,409.0,14.0,31.72251564,70.84535358,3,0,15.9710872,Expert,Barley
544,2022-01-20,357.0,13.0,10.46069297,81.98319086,3,0,26.44075721,Intermediate,Vegetables
545,2024-06-26,339.0,7.0,18.49443679,72.22753866,2,0,19.21987135,Intermediate,Vegetables
546,2024-04-30,261.0,16.0,31.32724059,41.21486644,1,0,42.24538377,Intermediate,Meat
547,2024-06-13,237.0,8.0,26.60469786,62.97637611,3,0,22.3499104,Expert,Vegetables
548,2023-02-12,345.0,17.0,30.23824939,81.80404601,6,0,5.041823759,Intermediate,Dairy
549,2023-11-25,231.0,14.0,31.9817165,82.64133673,5,0,26.51715156,Intermediate,Meat
550,2022-02-08,150.0,14.0,21.14895768,52.89671639,1,0,18.8388408,Beginner,Vegetables
551,2022-06-25,144.0,18.0,22.33192117,69.91752612,5,0,10.24065187,Expert,Meat
552,2022-09-03,222.0,10.0,23.33779813,80.82836938,5,0,36.08268418,Intermediate,Meat
553,2024-06-11,384.0,13.0,20.71576367,74.40968213,1,0,16.58655393,Intermediate,Vegetables
554,2023-12-23,290.0,19.0,12.34392302,65.62814885,5,1,13.69220038,Beginner,Vegetables
555,2024-08-01,445.0,10.0,21.19007351,78.43135913,3,0,34.4204038,Beginner,Vegetables
556,2024-07-13,451.0,16.0,17.06077247,67.51228617,5,0,10.14067124,Intermediate,Meat
557,2022-06-04,330.0,6.0,29.59581384,32.69121408,5,0,49.44872926,Intermediate,Meat
558,2023-10-01,438.0,12.0,30.05326395,30.78177407,6,0,46.21134125,Intermediate,Dairy
559,2022-10-15,101.0,10.0,26.54080876,72.54082346,5,0,5.750411607,Beginner,Meat
560,2023-09-18,286.0,15.0,60.0,53.51149778,0,0,21.34727584,Expert,Dairy
561,2023-07-24,496.0,6.0,15.81613846,66.19750834,0,0,42.00026507,Expert,Barley
562,2024-03-12,473.0,18.0,27.14778178,38.5302268,1,0,10.07794342,Expert,Vegetables
563,2022-05-08,161.0,11.0,32.06333715,57.0279181,6,0,9.436740361,Intermediate,Meat
564,2022-11-19,307.0,10.0,17.42173186,32.06767557,5,0,13.94663274,Beginner,Dairy
565,2022-09-13,243.0,19.0,15.77827281,61.91476239,1,0,39.46872087,Expert,Dairy
566,2024-03-01,296.0,15.0,15.89643998,56.92881874,4,0,38.5171284,Intermediate,Vegetables
